image_id,class,bounds
0918a15c-8cfb-4da7-92cf-1f5098a76760,oil-storage-tank,"(1942, 1367, 1948, 1372)"
0918a15c-8cfb-4da7-92cf-1f5098a76760,oil-storage-tank,"(1947, 1371, 1951, 1375)"
0918a15c-8cfb-4da7-92cf-1f5098a76760,oil-storage-tank,"(1926, 1374, 1930, 1377)"
0918a15c-8cfb-4da7-92cf-1f5098a76760,oil-storage-tank,"(1929, 1376, 1933, 1380)"
0918a15c-8cfb-4da7-92cf-1f5098a76760,oil-storage-tank,"(1932, 1379, 1936, 1383)"
0918a15c-8cfb-4da7-92cf-1f5098a76760,oil-storage-tank,"(1538, 330, 1568, 354)"
0918a15c-8cfb-4da7-92cf-1f5098a76760,oil-storage-tank,"(1486, 290, 1499, 301)"
0918a15c-8cfb-4da7-92cf-1f5098a76760,oil-storage-tank,"(1491, 303, 1506, 317)"
0918a15c-8cfb-4da7-92cf-1f5098a76760,oil-storage-tank,"(1486, 402, 1532, 443)"
0918a15c-8cfb-4da7-92cf-1f5098a76760,oil-storage-tank,"(1456, 452, 1494, 485)"
0918a15c-8cfb-4da7-92cf-1f5098a76760,oil-storage-tank,"(1422, 460, 1450, 485)"
0918a15c-8cfb-4da7-92cf-1f5098a76760,oil-storage-tank,"(1408, 349, 1425, 364)"
0918a15c-8cfb-4da7-92cf-1f5098a76760,oil-storage-tank,"(1395, 376, 1421, 400)"
0918a15c-8cfb-4da7-92cf-1f5098a76760,oil-storage-tank,"(1370, 397, 1390, 412)"
0918a15c-8cfb-4da7-92cf-1f5098a76760,oil-storage-tank,"(1388, 331, 1406, 349)"
0918a15c-8cfb-4da7-92cf-1f5098a76760,oil-storage-tank,"(1313, 406, 1337, 426)"
0918a15c-8cfb-4da7-92cf-1f5098a76760,oil-storage-tank,"(1337, 384, 1360, 405)"
0918a15c-8cfb-4da7-92cf-1f5098a76760,oil-storage-tank,"(1291, 384, 1315, 405)"
0918a15c-8cfb-4da7-92cf-1f5098a76760,oil-storage-tank,"(1316, 359, 1341, 381)"
0918a15c-8cfb-4da7-92cf-1f5098a76760,oil-storage-tank,"(1338, 340, 1357, 358)"
0918a15c-8cfb-4da7-92cf-1f5098a76760,oil-storage-tank,"(1357, 321, 1382, 341)"
0918a15c-8cfb-4da7-92cf-1f5098a76760,oil-storage-tank,"(1356, 365, 1371, 377)"
0918a15c-8cfb-4da7-92cf-1f5098a76760,oil-storage-tank,"(1364, 374, 1378, 386)"
0918a15c-8cfb-4da7-92cf-1f5098a76760,oil-storage-tank,"(1380, 359, 1394, 370)"
0918a15c-8cfb-4da7-92cf-1f5098a76760,oil-storage-tank,"(1371, 349, 1387, 362)"
0918a15c-8cfb-4da7-92cf-1f5098a76760,oil-storage-tank,"(1182, 1039, 1213, 1067)"
0918a15c-8cfb-4da7-92cf-1f5098a76760,oil-storage-tank,"(1158, 1074, 1186, 1102)"
0918a15c-8cfb-4da7-92cf-1f5098a76760,oil-storage-tank,"(1090, 1131, 1114, 1152)"
0918a15c-8cfb-4da7-92cf-1f5098a76760,oil-storage-tank,"(1134, 1120, 1162, 1146)"
0918a15c-8cfb-4da7-92cf-1f5098a76760,oil-storage-tank,"(1170, 1117, 1193, 1137)"
0918a15c-8cfb-4da7-92cf-1f5098a76760,oil-storage-tank,"(1177, 1156, 1195, 1172)"
0918a15c-8cfb-4da7-92cf-1f5098a76760,oil-storage-tank,"(1140, 1157, 1169, 1183)"
0918a15c-8cfb-4da7-92cf-1f5098a76760,oil-storage-tank,"(1096, 1163, 1127, 1191)"
0918a15c-8cfb-4da7-92cf-1f5098a76760,oil-storage-tank,"(1103, 1208, 1126, 1228)"
0918a15c-8cfb-4da7-92cf-1f5098a76760,oil-storage-tank,"(1143, 1206, 1157, 1217)"
0918a15c-8cfb-4da7-92cf-1f5098a76760,oil-storage-tank,"(1186, 1244, 1200, 1254)"
0918a15c-8cfb-4da7-92cf-1f5098a76760,oil-storage-tank,"(1190, 1262, 1202, 1273)"
0918a15c-8cfb-4da7-92cf-1f5098a76760,oil-storage-tank,"(1112, 1254, 1129, 1268)"
0918a15c-8cfb-4da7-92cf-1f5098a76760,oil-storage-tank,"(1120, 1291, 1137, 1306)"
0918a15c-8cfb-4da7-92cf-1f5098a76760,oil-storage-tank,"(1157, 1285, 1175, 1299)"
0918a15c-8cfb-4da7-92cf-1f5098a76760,oil-storage-tank,"(1212, 1158, 1220, 1164)"
0918a15c-8cfb-4da7-92cf-1f5098a76760,oil-storage-tank,"(1214, 1164, 1221, 1171)"
0918a15c-8cfb-4da7-92cf-1f5098a76760,oil-storage-tank,"(1216, 1173, 1223, 1179)"
0918a15c-8cfb-4da7-92cf-1f5098a76760,oil-storage-tank,"(1276, 1149, 1291, 1163)"
0918a15c-8cfb-4da7-92cf-1f5098a76760,oil-storage-tank,"(1275, 1165, 1289, 1177)"
0918a15c-8cfb-4da7-92cf-1f5098a76760,oil-storage-tank,"(1146, 1241, 1171, 1263)"
0918a15c-8cfb-4da7-92cf-1f5098a76760,oil-storage-tank,"(1238, 1325, 1265, 1347)"
0918a15c-8cfb-4da7-92cf-1f5098a76760,oil-storage-tank,"(1246, 1359, 1270, 1380)"
0918a15c-8cfb-4da7-92cf-1f5098a76760,oil-storage-tank,"(1270, 1330, 1295, 1352)"
0918a15c-8cfb-4da7-92cf-1f5098a76760,oil-storage-tank,"(1275, 1356, 1292, 1370)"
0918a15c-8cfb-4da7-92cf-1f5098a76760,oil-storage-tank,"(1293, 1356, 1309, 1371)"
0918a15c-8cfb-4da7-92cf-1f5098a76760,oil-storage-tank,"(1311, 1358, 1319, 1366)"
0918a15c-8cfb-4da7-92cf-1f5098a76760,oil-storage-tank,"(1305, 1349, 1316, 1358)"
0918a15c-8cfb-4da7-92cf-1f5098a76760,oil-storage-tank,"(1423, 402, 1432, 412)"
0918a15c-8cfb-4da7-92cf-1f5098a76760,oil-storage-tank,"(1472, 990, 1484, 1003)"
0918a15c-8cfb-4da7-92cf-1f5098a76760,oil-storage-tank,"(1472, 1003, 1481, 1011)"
0918a15c-8cfb-4da7-92cf-1f5098a76760,oil-storage-tank,"(1489, 1011, 1504, 1024)"
0918a15c-8cfb-4da7-92cf-1f5098a76760,oil-storage-tank,"(1504, 1010, 1515, 1022)"
0918a15c-8cfb-4da7-92cf-1f5098a76760,oil-storage-tank,"(1511, 999, 1522, 1010)"
0918a15c-8cfb-4da7-92cf-1f5098a76760,oil-storage-tank,"(1481, 1036, 1492, 1047)"
0918a15c-8cfb-4da7-92cf-1f5098a76760,oil-storage-tank,"(1476, 1036, 1482, 1041)"
0918a15c-8cfb-4da7-92cf-1f5098a76760,oil-storage-tank,"(1473, 1041, 1480, 1045)"
0918a15c-8cfb-4da7-92cf-1f5098a76760,oil-storage-tank,"(1472, 1045, 1478, 1050)"
0918a15c-8cfb-4da7-92cf-1f5098a76760,oil-storage-tank,"(1458, 1054, 1473, 1066)"
0918a15c-8cfb-4da7-92cf-1f5098a76760,oil-storage-tank,"(1453, 1066, 1468, 1077)"
0918a15c-8cfb-4da7-92cf-1f5098a76760,oil-storage-tank,"(1448, 1078, 1462, 1089)"
0918a15c-8cfb-4da7-92cf-1f5098a76760,oil-storage-tank,"(1448, 1090, 1462, 1101)"
0918a15c-8cfb-4da7-92cf-1f5098a76760,oil-storage-tank,"(1462, 1088, 1472, 1097)"
0918a15c-8cfb-4da7-92cf-1f5098a76760,oil-storage-tank,"(1464, 1078, 1477, 1088)"
0918a15c-8cfb-4da7-92cf-1f5098a76760,oil-storage-tank,"(1468, 1068, 1481, 1078)"
0918a15c-8cfb-4da7-92cf-1f5098a76760,oil-storage-tank,"(1472, 1054, 1488, 1067)"
0918a15c-8cfb-4da7-92cf-1f5098a76760,oil-storage-tank,"(1455, 1113, 1467, 1123)"
0918a15c-8cfb-4da7-92cf-1f5098a76760,oil-storage-tank,"(1568, 662, 1582, 674)"
0918a15c-8cfb-4da7-92cf-1f5098a76760,oil-storage-tank,"(1584, 674, 1597, 686)"
0918a15c-8cfb-4da7-92cf-1f5098a76760,oil-storage-tank,"(1579, 645, 1591, 657)"
0918a15c-8cfb-4da7-92cf-1f5098a76760,oil-storage-tank,"(1594, 657, 1607, 669)"
0918a15c-8cfb-4da7-92cf-1f5098a76760,oil-storage-tank,"(1587, 630, 1596, 639)"
0918a15c-8cfb-4da7-92cf-1f5098a76760,oil-storage-tank,"(1595, 634, 1604, 642)"
0918a15c-8cfb-4da7-92cf-1f5098a76760,oil-storage-tank,"(2346, 1284, 2365, 1301)"
058b9459-27b9-4047-b3ad-ecaa7e42399c,oil-storage-tank,"(1133, 340, 1166, 374)"
058b9459-27b9-4047-b3ad-ecaa7e42399c,oil-storage-tank,"(1162, 372, 1196, 406)"
058b9459-27b9-4047-b3ad-ecaa7e42399c,oil-storage-tank,"(1273, 340, 1294, 361)"
058b9459-27b9-4047-b3ad-ecaa7e42399c,oil-storage-tank,"(1299, 340, 1323, 363)"
058b9459-27b9-4047-b3ad-ecaa7e42399c,oil-storage-tank,"(1269, 370, 1291, 394)"
058b9459-27b9-4047-b3ad-ecaa7e42399c,oil-storage-tank,"(1299, 369, 1324, 394)"
058b9459-27b9-4047-b3ad-ecaa7e42399c,oil-storage-tank,"(1365, 344, 1392, 370)"
058b9459-27b9-4047-b3ad-ecaa7e42399c,oil-storage-tank,"(1268, 400, 1292, 423)"
058b9459-27b9-4047-b3ad-ecaa7e42399c,oil-storage-tank,"(1299, 400, 1323, 426)"
058b9459-27b9-4047-b3ad-ecaa7e42399c,oil-storage-tank,"(1452, 340, 1487, 377)"
058b9459-27b9-4047-b3ad-ecaa7e42399c,oil-storage-tank,"(1452, 388, 1487, 423)"
058b9459-27b9-4047-b3ad-ecaa7e42399c,oil-storage-tank,"(1288, 460, 1320, 493)"
058b9459-27b9-4047-b3ad-ecaa7e42399c,oil-storage-tank,"(1286, 503, 1323, 537)"
058b9459-27b9-4047-b3ad-ecaa7e42399c,oil-storage-tank,"(1287, 576, 1319, 607)"
058b9459-27b9-4047-b3ad-ecaa7e42399c,oil-storage-tank,"(1246, 576, 1281, 609)"
058b9459-27b9-4047-b3ad-ecaa7e42399c,oil-storage-tank,"(1253, 628, 1274, 651)"
058b9459-27b9-4047-b3ad-ecaa7e42399c,oil-storage-tank,"(1294, 631, 1311, 648)"
058b9459-27b9-4047-b3ad-ecaa7e42399c,oil-storage-tank,"(1353, 486, 1376, 509)"
058b9459-27b9-4047-b3ad-ecaa7e42399c,oil-storage-tank,"(1378, 452, 1406, 480)"
058b9459-27b9-4047-b3ad-ecaa7e42399c,oil-storage-tank,"(1353, 519, 1375, 542)"
058b9459-27b9-4047-b3ad-ecaa7e42399c,oil-storage-tank,"(1382, 520, 1401, 541)"
058b9459-27b9-4047-b3ad-ecaa7e42399c,oil-storage-tank,"(1353, 571, 1376, 594)"
058b9459-27b9-4047-b3ad-ecaa7e42399c,oil-storage-tank,"(1382, 573, 1402, 595)"
058b9459-27b9-4047-b3ad-ecaa7e42399c,oil-storage-tank,"(1354, 602, 1376, 625)"
058b9459-27b9-4047-b3ad-ecaa7e42399c,oil-storage-tank,"(1382, 603, 1403, 626)"
058b9459-27b9-4047-b3ad-ecaa7e42399c,oil-storage-tank,"(1354, 633, 1376, 657)"
058b9459-27b9-4047-b3ad-ecaa7e42399c,oil-storage-tank,"(1381, 633, 1403, 655)"
058b9459-27b9-4047-b3ad-ecaa7e42399c,oil-storage-tank,"(1451, 460, 1489, 497)"
058b9459-27b9-4047-b3ad-ecaa7e42399c,oil-storage-tank,"(1442, 518, 1465, 542)"
058b9459-27b9-4047-b3ad-ecaa7e42399c,oil-storage-tank,"(1471, 517, 1496, 541)"
058b9459-27b9-4047-b3ad-ecaa7e42399c,oil-storage-tank,"(1448, 577, 1488, 615)"
058b9459-27b9-4047-b3ad-ecaa7e42399c,oil-storage-tank,"(1471, 632, 1497, 657)"
058b9459-27b9-4047-b3ad-ecaa7e42399c,oil-storage-tank,"(1442, 632, 1465, 656)"
058b9459-27b9-4047-b3ad-ecaa7e42399c,oil-storage-tank,"(1543, 341, 1584, 382)"
058b9459-27b9-4047-b3ad-ecaa7e42399c,oil-storage-tank,"(1540, 460, 1570, 492)"
058b9459-27b9-4047-b3ad-ecaa7e42399c,oil-storage-tank,"(1581, 459, 1613, 491)"
058b9459-27b9-4047-b3ad-ecaa7e42399c,oil-storage-tank,"(1679, 380, 1714, 414)"
058b9459-27b9-4047-b3ad-ecaa7e42399c,oil-storage-tank,"(1679, 454, 1715, 491)"
058b9459-27b9-4047-b3ad-ecaa7e42399c,oil-storage-tank,"(1678, 504, 1709, 537)"
058b9459-27b9-4047-b3ad-ecaa7e42399c,oil-storage-tank,"(1744, 503, 1777, 536)"
058b9459-27b9-4047-b3ad-ecaa7e42399c,oil-storage-tank,"(1791, 502, 1825, 536)"
058b9459-27b9-4047-b3ad-ecaa7e42399c,oil-storage-tank,"(1681, 578, 1714, 611)"
058b9459-27b9-4047-b3ad-ecaa7e42399c,oil-storage-tank,"(1744, 576, 1779, 612)"
058b9459-27b9-4047-b3ad-ecaa7e42399c,oil-storage-tank,"(1791, 578, 1823, 611)"
058b9459-27b9-4047-b3ad-ecaa7e42399c,oil-storage-tank,"(1681, 624, 1712, 657)"
058b9459-27b9-4047-b3ad-ecaa7e42399c,oil-storage-tank,"(1742, 624, 1778, 660)"
058b9459-27b9-4047-b3ad-ecaa7e42399c,oil-storage-tank,"(1789, 626, 1823, 661)"
058b9459-27b9-4047-b3ad-ecaa7e42399c,oil-storage-tank,"(1589, 576, 1614, 602)"
058b9459-27b9-4047-b3ad-ecaa7e42399c,oil-storage-tank,"(1563, 576, 1588, 600)"
058b9459-27b9-4047-b3ad-ecaa7e42399c,oil-storage-tank,"(1565, 601, 1586, 623)"
058b9459-27b9-4047-b3ad-ecaa7e42399c,oil-storage-tank,"(1590, 602, 1610, 623)"
058b9459-27b9-4047-b3ad-ecaa7e42399c,oil-storage-tank,"(1781, 717, 1834, 772)"
058b9459-27b9-4047-b3ad-ecaa7e42399c,oil-storage-tank,"(1781, 799, 1835, 853)"
058b9459-27b9-4047-b3ad-ecaa7e42399c,oil-storage-tank,"(1705, 718, 1761, 774)"
058b9459-27b9-4047-b3ad-ecaa7e42399c,oil-storage-tank,"(1709, 796, 1764, 853)"
058b9459-27b9-4047-b3ad-ecaa7e42399c,oil-storage-tank,"(1647, 723, 1694, 768)"
058b9459-27b9-4047-b3ad-ecaa7e42399c,oil-storage-tank,"(1647, 802, 1695, 847)"
058b9459-27b9-4047-b3ad-ecaa7e42399c,oil-storage-tank,"(1475, 738, 1521, 784)"
058b9459-27b9-4047-b3ad-ecaa7e42399c,oil-storage-tank,"(1474, 806, 1521, 855)"
058b9459-27b9-4047-b3ad-ecaa7e42399c,oil-storage-tank,"(1539, 744, 1578, 781)"
058b9459-27b9-4047-b3ad-ecaa7e42399c,oil-storage-tank,"(1540, 814, 1578, 851)"
058b9459-27b9-4047-b3ad-ecaa7e42399c,oil-storage-tank,"(1406, 738, 1454, 785)"
058b9459-27b9-4047-b3ad-ecaa7e42399c,oil-storage-tank,"(1292, 943, 1310, 960)"
058b9459-27b9-4047-b3ad-ecaa7e42399c,oil-storage-tank,"(1307, 998, 1329, 1020)"
058b9459-27b9-4047-b3ad-ecaa7e42399c,oil-storage-tank,"(1308, 1027, 1330, 1051)"
058b9459-27b9-4047-b3ad-ecaa7e42399c,oil-storage-tank,"(1468, 944, 1495, 971)"
058b9459-27b9-4047-b3ad-ecaa7e42399c,oil-storage-tank,"(1398, 1044, 1417, 1063)"
058b9459-27b9-4047-b3ad-ecaa7e42399c,oil-storage-tank,"(1408, 1026, 1421, 1038)"
058b9459-27b9-4047-b3ad-ecaa7e42399c,oil-storage-tank,"(1512, 1001, 1523, 1014)"
058b9459-27b9-4047-b3ad-ecaa7e42399c,oil-storage-tank,"(1532, 1004, 1542, 1014)"
058b9459-27b9-4047-b3ad-ecaa7e42399c,oil-storage-tank,"(1548, 1004, 1559, 1017)"
058b9459-27b9-4047-b3ad-ecaa7e42399c,oil-storage-tank,"(1566, 1003, 1581, 1019)"
058b9459-27b9-4047-b3ad-ecaa7e42399c,oil-storage-tank,"(1585, 1004, 1600, 1019)"
058b9459-27b9-4047-b3ad-ecaa7e42399c,oil-storage-tank,"(1602, 1001, 1615, 1014)"
058b9459-27b9-4047-b3ad-ecaa7e42399c,oil-storage-tank,"(1663, 989, 1682, 1008)"
058b9459-27b9-4047-b3ad-ecaa7e42399c,oil-storage-tank,"(1631, 983, 1656, 1009)"
058b9459-27b9-4047-b3ad-ecaa7e42399c,oil-storage-tank,"(1651, 1024, 1668, 1041)"
058b9459-27b9-4047-b3ad-ecaa7e42399c,oil-storage-tank,"(1615, 1019, 1642, 1044)"
058b9459-27b9-4047-b3ad-ecaa7e42399c,oil-storage-tank,"(1526, 1020, 1539, 1033)"
058b9459-27b9-4047-b3ad-ecaa7e42399c,oil-storage-tank,"(1508, 1020, 1522, 1034)"
058b9459-27b9-4047-b3ad-ecaa7e42399c,oil-storage-tank,"(1505, 1037, 1526, 1058)"
058b9459-27b9-4047-b3ad-ecaa7e42399c,oil-storage-tank,"(1701, 1508, 1714, 1521)"
058b9459-27b9-4047-b3ad-ecaa7e42399c,oil-storage-tank,"(1691, 1519, 1704, 1531)"
058b9459-27b9-4047-b3ad-ecaa7e42399c,oil-storage-tank,"(1680, 1530, 1694, 1543)"
058b9459-27b9-4047-b3ad-ecaa7e42399c,oil-storage-tank,"(1668, 1540, 1682, 1553)"
058b9459-27b9-4047-b3ad-ecaa7e42399c,oil-storage-tank,"(1658, 1550, 1673, 1563)"
058b9459-27b9-4047-b3ad-ecaa7e42399c,oil-storage-tank,"(1709, 1680, 1734, 1705)"
058b9459-27b9-4047-b3ad-ecaa7e42399c,oil-storage-tank,"(1665, 1706, 1692, 1734)"
058b9459-27b9-4047-b3ad-ecaa7e42399c,oil-storage-tank,"(887, 133, 911, 156)"
058b9459-27b9-4047-b3ad-ecaa7e42399c,oil-storage-tank,"(874, 181, 890, 196)"
058b9459-27b9-4047-b3ad-ecaa7e42399c,oil-storage-tank,"(891, 181, 907, 197)"
058b9459-27b9-4047-b3ad-ecaa7e42399c,oil-storage-tank,"(891, 197, 907, 212)"
058b9459-27b9-4047-b3ad-ecaa7e42399c,oil-storage-tank,"(873, 197, 890, 213)"
058b9459-27b9-4047-b3ad-ecaa7e42399c,oil-storage-tank,"(827, 248, 843, 262)"
058b9459-27b9-4047-b3ad-ecaa7e42399c,oil-storage-tank,"(829, 264, 842, 278)"
058b9459-27b9-4047-b3ad-ecaa7e42399c,oil-storage-tank,"(1107, 335, 1116, 344)"
058b9459-27b9-4047-b3ad-ecaa7e42399c,oil-storage-tank,"(1107, 346, 1116, 354)"
058b9459-27b9-4047-b3ad-ecaa7e42399c,oil-storage-tank,"(1107, 355, 1115, 363)"
058b9459-27b9-4047-b3ad-ecaa7e42399c,oil-storage-tank,"(1107, 364, 1116, 375)"
058b9459-27b9-4047-b3ad-ecaa7e42399c,oil-storage-tank,"(1162, 611, 1176, 624)"
058b9459-27b9-4047-b3ad-ecaa7e42399c,oil-storage-tank,"(1182, 611, 1195, 625)"
058b9459-27b9-4047-b3ad-ecaa7e42399c,oil-storage-tank,"(860, 591, 876, 606)"
058b9459-27b9-4047-b3ad-ecaa7e42399c,oil-storage-tank,"(861, 609, 876, 625)"
058b9459-27b9-4047-b3ad-ecaa7e42399c,oil-storage-tank,"(878, 610, 892, 624)"
058b9459-27b9-4047-b3ad-ecaa7e42399c,oil-storage-tank,"(818, 676, 829, 686)"
058b9459-27b9-4047-b3ad-ecaa7e42399c,oil-storage-tank,"(829, 675, 840, 685)"
058b9459-27b9-4047-b3ad-ecaa7e42399c,oil-storage-tank,"(842, 676, 850, 685)"
058b9459-27b9-4047-b3ad-ecaa7e42399c,oil-storage-tank,"(853, 675, 861, 684)"
058b9459-27b9-4047-b3ad-ecaa7e42399c,oil-storage-tank,"(866, 676, 874, 683)"
058b9459-27b9-4047-b3ad-ecaa7e42399c,oil-storage-tank,"(875, 676, 883, 684)"
058b9459-27b9-4047-b3ad-ecaa7e42399c,oil-storage-tank,"(884, 674, 894, 684)"
058b9459-27b9-4047-b3ad-ecaa7e42399c,oil-storage-tank,"(819, 687, 828, 696)"
058b9459-27b9-4047-b3ad-ecaa7e42399c,oil-storage-tank,"(829, 687, 839, 698)"
058b9459-27b9-4047-b3ad-ecaa7e42399c,oil-storage-tank,"(841, 688, 851, 698)"
058b9459-27b9-4047-b3ad-ecaa7e42399c,oil-storage-tank,"(853, 687, 862, 697)"
058b9459-27b9-4047-b3ad-ecaa7e42399c,oil-storage-tank,"(865, 687, 875, 698)"
058b9459-27b9-4047-b3ad-ecaa7e42399c,oil-storage-tank,"(875, 687, 884, 697)"
058b9459-27b9-4047-b3ad-ecaa7e42399c,oil-storage-tank,"(884, 687, 894, 697)"
058b9459-27b9-4047-b3ad-ecaa7e42399c,oil-storage-tank,"(621, 2542, 638, 2556)"
058b9459-27b9-4047-b3ad-ecaa7e42399c,oil-storage-tank,"(603, 2542, 619, 2558)"
058b9459-27b9-4047-b3ad-ecaa7e42399c,oil-storage-tank,"(582, 2540, 603, 2560)"
058b9459-27b9-4047-b3ad-ecaa7e42399c,oil-storage-tank,"(513, 2516, 548, 2549)"
058b9459-27b9-4047-b3ad-ecaa7e42399c,oil-storage-tank,"(694, 2492, 729, 2523)"
058b9459-27b9-4047-b3ad-ecaa7e42399c,oil-storage-tank,"(486, 2411, 521, 2444)"
058b9459-27b9-4047-b3ad-ecaa7e42399c,oil-storage-tank,"(500, 2367, 535, 2400)"
058b9459-27b9-4047-b3ad-ecaa7e42399c,oil-storage-tank,"(514, 2323, 549, 2357)"
058b9459-27b9-4047-b3ad-ecaa7e42399c,oil-storage-tank,"(569, 2411, 600, 2442)"
058b9459-27b9-4047-b3ad-ecaa7e42399c,oil-storage-tank,"(582, 2366, 615, 2398)"
058b9459-27b9-4047-b3ad-ecaa7e42399c,oil-storage-tank,"(594, 2316, 629, 2353)"
058b9459-27b9-4047-b3ad-ecaa7e42399c,oil-storage-tank,"(639, 2409, 696, 2465)"
058b9459-27b9-4047-b3ad-ecaa7e42399c,oil-storage-tank,"(690, 2365, 743, 2422)"
058b9459-27b9-4047-b3ad-ecaa7e42399c,oil-storage-tank,"(676, 2351, 690, 2365)"
058b9459-27b9-4047-b3ad-ecaa7e42399c,oil-storage-tank,"(683, 2320, 698, 2336)"
058b9459-27b9-4047-b3ad-ecaa7e42399c,oil-storage-tank,"(696, 2335, 708, 2348)"
058b9459-27b9-4047-b3ad-ecaa7e42399c,oil-storage-tank,"(701, 2272, 726, 2295)"
058b9459-27b9-4047-b3ad-ecaa7e42399c,oil-storage-tank,"(735, 2272, 758, 2295)"
058b9459-27b9-4047-b3ad-ecaa7e42399c,oil-storage-tank,"(579, 2183, 613, 2216)"
058b9459-27b9-4047-b3ad-ecaa7e42399c,oil-storage-tank,"(593, 2132, 629, 2168)"
058b9459-27b9-4047-b3ad-ecaa7e42399c,oil-storage-tank,"(600, 2115, 612, 2126)"
058b9459-27b9-4047-b3ad-ecaa7e42399c,oil-storage-tank,"(606, 2085, 641, 2118)"
058b9459-27b9-4047-b3ad-ecaa7e42399c,oil-storage-tank,"(636, 2195, 669, 2226)"
058b9459-27b9-4047-b3ad-ecaa7e42399c,oil-storage-tank,"(650, 2157, 682, 2186)"
058b9459-27b9-4047-b3ad-ecaa7e42399c,oil-storage-tank,"(661, 2117, 693, 2149)"
058b9459-27b9-4047-b3ad-ecaa7e42399c,oil-storage-tank,"(670, 2077, 703, 2108)"
058b9459-27b9-4047-b3ad-ecaa7e42399c,oil-storage-tank,"(748, 2079, 781, 2110)"
058b9459-27b9-4047-b3ad-ecaa7e42399c,oil-storage-tank,"(799, 2078, 830, 2108)"
058b9459-27b9-4047-b3ad-ecaa7e42399c,oil-storage-tank,"(738, 2117, 771, 2150)"
058b9459-27b9-4047-b3ad-ecaa7e42399c,oil-storage-tank,"(788, 2118, 821, 2149)"
058b9459-27b9-4047-b3ad-ecaa7e42399c,oil-storage-tank,"(728, 2157, 760, 2187)"
058b9459-27b9-4047-b3ad-ecaa7e42399c,oil-storage-tank,"(780, 2158, 809, 2187)"
058b9459-27b9-4047-b3ad-ecaa7e42399c,oil-storage-tank,"(768, 2196, 799, 2227)"
